,target
45108,0
45110,0
45112,0
45113,1
45114,0
45115,1
45116,1
45117,1
45119,1
45120,1
45121,1
45122,1
45123,1
45124,1
45126,1
45127,1
45128,1
45129,1
45130,0
45132,1
45133,1
45134,1
45135,1
45136,0
45138,1
45139,1
45140,1
45141,1
45142,1
45143,0
45145,1
45146,0
45147,0
45148,1
45149,0
45150,0
45153,1
45154,1
45155,1
45156,1
45158,1
45159,0
45160,0
45161,0
45162,0
45163,0
45164,0
45165,0
45166,0
45167,1
45168,1
45169,0
45170,0
45171,1
45172,0
45173,0
45174,1
45175,1
45176,0
45177,1
45179,0
45180,1
45181,1
45182,1
45183,1
45184,0
45185,0
45186,1
45187,1
45188,1
45189,1
45190,1
45191,1
45192,1
45193,0
45194,1
45196,1
45197,0
45199,1
45200,1
45201,1
45203,1
45205,0
45206,0
45207,1
45210,0
45211,1
45212,0
45213,1
45214,1
45215,0
45216,0
45218,1
45220,1
45221,1
45222,0
45223,0
45224,1
45226,1
45227,1
45228,1
45229,1
45231,0
45232,0
45234,1
45235,0
45238,0
45239,1
45240,0
45241,1
45242,0
45243,1
45244,1
45245,1
45249,1
45250,1
45251,1
45254,1
45255,1
45256,0
45257,0
45258,1
45259,0
45262,0
45265,1
45266,1
45267,1
45270,1
45271,1
45273,1
45274,1
45275,1
45276,1
45277,0
45278,0
45279,1
45280,1
45281,0
45282,0
45283,0
45285,0
45286,0
45287,0
45288,0
45289,1
45290,0
45291,0
45292,0
45294,0
45295,1
45296,0
45298,0
45299,1
45301,0
45302,0
45303,1
45304,1
45305,0
45306,1
45307,0
45308,1
45309,1
45310,0
45311,1
45312,1
45313,1
45314,0
45315,1
45316,0
45317,0
45318,0
45319,0
45320,1
45321,0
45322,1
45323,0
45325,1
45326,1
45327,1
45328,1
45330,0
45331,0
45332,1
45333,1
45336,1
45337,0
45338,1
45339,1
45340,0
45341,1
45342,1
45343,1
45344,0
45346,1
45347,1
45348,0
45349,0
45350,1
45351,0
45353,1
45354,1
45355,1
45356,0
45357,1
45358,0
45359,1
45360,1
45361,1
45362,0
45363,1
45364,0
45365,1
45366,1
45367,1
45368,1
45370,1
45372,1
45375,0
45376,1
45379,0
45380,0
45382,1
45383,0
45384,0
45385,1
45387,1
45388,1
45389,0
45390,0
45391,1
45392,1
45393,1
45395,1
45398,1
45399,1
45401,0
45402,0
45403,0
45404,0
45405,1
45407,1
45408,0
45409,1
45410,0
45412,1
45413,1
45414,1
45415,0
45417,0
45418,0
45419,0
45420,1
45421,0
45422,0
45423,0
45424,0
45425,1
45426,1
45427,0
45428,1
45429,1
45431,1
45432,1
45433,1
45434,0
45435,0
45436,1
45437,1
45438,1
45439,1
45441,0
45443,1
45444,1
45445,0
45446,0
45448,1
45449,0
45450,1
45451,0
45452,1
45453,1
45454,1
45455,1
45456,1
45457,1
45459,1
45460,0
45461,0
45462,0
45463,1
45464,0
45465,0
45467,0
45468,1
45469,0
45470,1
45471,0
45473,1
45474,1
45475,1
45477,1
45479,0
45480,0
45481,0
45482,1
45483,1
45484,0
45486,1
45487,1
45488,1
45489,1
45490,0
45491,0
45492,0
45493,1
45494,1
45495,1
45497,1
45498,1
45499,1
45500,1
45501,1
45502,0
45503,0
45504,1
45505,1
45506,1
45507,1
45508,0
45509,1
45510,0
45512,0
45513,1
45514,1
45515,1
45516,0
45517,1
45518,0
45519,0
45520,1
45521,1
45523,1
45524,0
45525,1
45527,0
45528,0
45529,0
45530,0
45531,1
45532,1
45534,1
45535,0
45538,0
45540,0
45541,1
45542,0
45543,0
45544,0
45545,0
45546,0
45547,1
45548,1
45549,1
45550,0
45551,0
45552,1
45553,1
45554,0
45555,1
45556,1
45557,0
45558,0
45559,1
45560,1
45561,0
45562,0
45563,0
45564,1
45565,1
45566,1
45567,0
45569,1
45570,1
45571,0
45572,0
45574,1
45575,1
45576,0
45577,1
45579,0
45580,1
45581,0
45582,1
45584,1
45585,1
45586,1
45587,1
45588,1
45590,1
45591,1
45592,1
45593,0
45595,1
45596,0
45597,0
45598,0
45599,0
45600,1
45601,1
45602,0
45603,1
45604,0
45605,1
45606,1
45607,0
45608,1
45609,0
45610,1
45611,1
45612,1
45613,1
45614,1
45615,0
45616,1
45617,1
45618,0
45619,1
45620,1
45621,0
45622,1
45624,1
45625,0
45626,1
45627,1
45628,0
45629,1
45630,1
45631,1
45632,1
45633,1
45634,1
45635,1
45636,0
45637,1
45638,0
45639,0
45640,0
45641,1
45642,1
45643,0
45645,1
45646,0
45647,0
45648,0
45649,1
45650,1
45652,0
45653,1
45654,1
45655,1
45656,0
45657,0
45658,1
45659,0
45660,0
45661,1
45662,0
45664,0
45665,1
45666,0
45667,1
45668,1
45669,1
45670,0
45671,1
45672,1
45673,0
45674,0
45675,1
45676,1
45677,1
45678,1
45679,1
45680,1
45682,1
45684,1
45685,1
45686,1
45687,0
45689,0
45690,1
45691,0
45692,0
45693,1
45694,0
45696,1
45697,1
45698,1
45699,0
45700,1
45701,1
45702,0
45704,0
45705,1
45706,1
45707,1
45708,1
45709,1
45710,1
45711,1
45713,0
45714,1
45715,0
45716,0
45719,0
45720,0
45721,1
45722,1
45723,1
45724,1
45725,0
45726,1
45727,1
45728,1
45729,1
45731,0
45732,0
45733,1
45734,1
45735,1
45736,0
45737,0
45738,0
45739,1
45740,0
45741,0
45742,1
45743,1
45744,0
45745,0
45746,0
45747,0
45748,0
45749,0
45750,0
45751,1
45752,0
45753,1
45754,1
45755,1
45756,1
45757,1
45758,0
45759,1
45760,1
45761,1
45762,0
45763,0
45765,1
45766,1
45767,0
45768,1
45769,0
45770,1
45771,1
45772,1
45773,1
45775,0
45776,0
45777,1
45778,0
45779,1
45782,0
45783,0
45786,1
45787,0
45788,1
45789,0
45790,1
45791,0
45792,1
45793,1
45794,0
45795,1
45796,1
45797,1
45798,1
45799,1
45800,1
45801,1
45802,1
45803,1
45804,0
45806,1
45807,1
45808,1
45809,1
45810,0
45811,1
45812,0
45813,0
45814,0
45815,0
45816,1
45817,1
45818,1
45820,1
45821,0
45823,1
45824,1
45825,1
45826,1
45827,0
45828,1
45831,1
45832,0
45833,1
45834,0
45835,1
45837,0
45838,1
45839,1
45840,1
45842,0
45843,0
45844,1
45845,1
45846,0
45847,1
45848,0
45849,0
45850,0
45851,0
45852,0
45853,1
45854,0
45855,1
45856,0
45857,0
45858,0
45859,1
45860,0
45861,1
45862,1
45863,1
45864,1
45865,1
45866,1
45867,1
45869,1
45870,1
45871,0
45872,1
45873,1
45874,1
45875,1
45876,1
45877,0
45878,1
45879,1
45880,1
45881,1
45882,1
45883,0
45884,1
45885,1
45886,1
45887,0
45888,1
45889,1
45890,1
45891,0
45892,0
45893,1
45894,0
45895,0
45896,1
45898,1
45899,1
45900,1
45901,1
45902,1
45904,0
45905,1
45906,0
45909,1
45910,0
45911,0
45912,0
45913,0
45914,1
45915,1
45916,0
45917,1
45919,1
45920,1
45921,0
45922,1
45923,0
45925,0
45926,1
45927,1
45928,1
45929,1
45930,1
45931,1
45932,0
45933,0
45935,0
45937,1
45938,0
45939,0
45940,1
45941,1
45942,0
45943,0
45944,0
45945,1
45946,1
45947,1
45948,1
45949,0
45950,0
45951,1
45952,1
45953,1
45954,1
45955,1
45957,0
45958,0
45959,0
45960,0
45961,1
45962,0
45963,1
45964,1
45965,0
45966,0
45968,0
45969,1
45970,0
45971,0
45972,1
45973,1
45974,0
45975,1
45976,1
45977,0
45979,1
45980,0
45982,0
45983,1
45984,0
45985,0
45987,1
45988,1
45989,0
45990,0
45991,0
45992,0
45993,0
45994,1
45995,1
45996,1
45997,1
45998,0
45999,1
46000,1
46001,1
46003,1
46004,0
46005,1
46006,1
46008,0
46009,0
46010,1
46011,1
46012,0
46013,1
46014,0
46015,1
46016,0
46017,0
46018,1
46019,1
46021,1
46023,0
46024,1
46025,0
46026,1
46027,0
46028,1
46030,0
46031,0
46032,1
46033,1
46034,1
46035,1
46036,0
46037,1
46039,0
46040,0
46041,0
46042,1
46043,0
46044,0
46045,1
46046,0
46047,1
46048,1
46049,1
46050,1
46051,0
46052,1
46053,1
46054,1
46055,1
46056,1
46058,0
46062,1
46064,1
46065,0
46066,1
46067,1
46068,0
46069,1
46070,0
46071,1
46072,1
46074,1
46075,1
46076,1
46077,1
46079,1
46080,0
46081,1
46082,1
46083,1
46084,0
46085,1
46086,1
46087,0
46088,0
46089,1
46090,1
46091,0
46093,0
46094,1
46095,0
46097,1
46098,0
46099,0
46100,1
46101,1
46102,0
46103,1
46104,0
46105,0
46106,0
46107,1
46108,1
46110,0
46112,1
46113,1
46114,1
46115,0
46116,1
46117,1
46120,0
46121,1
46123,0
46124,0
46125,1
46126,1
46127,0
46129,1
46130,1
46131,1
46132,1
46133,1
46134,1
46135,1
46136,0
46137,0
46138,0
46139,1
46140,1
46141,1
46142,1
46143,1
46145,1
46146,1
46147,1
46148,0
46149,1
46152,0
46153,1
46154,1
46156,0
46157,1
46158,1
46159,1
46160,1
46161,0
46162,1
46163,0
46164,1
46165,0
46166,1
46167,0
46168,0
46169,0
46171,1
46172,0
46173,1
46174,0
46175,0
46176,0
46178,0
46179,0
46180,0
46181,1
46182,1
46183,1
46184,1
46185,0
46186,1
46187,1
46189,1
46190,1
46191,1
46192,0
46193,0
46194,0
46197,1
46198,0
46199,0
46200,0
46201,1
46202,1
46203,1
46205,1
46206,1
46207,1
46209,1
46211,0
46212,0
46213,0
46215,0
46216,1
46217,1
46218,0
46219,1
46220,1
46221,1
46222,1
46224,0
46225,1
46226,0
46227,0
46228,0
46229,1
46230,1
46231,1
46234,1
46235,0
46236,0
46238,0
46239,0
46240,0
46241,1
46242,0
46244,0
46245,1
46246,0
46247,1
46248,1
46249,1
46250,1
46251,1
46252,1
46253,0
46255,1
46257,1
46258,1
46259,1
46260,1
46261,1
46262,1
46263,1
46264,0
46265,1
46266,1
46267,1
46268,0
46269,0
46270,0
46271,0
46272,1
46273,1
46274,0
46275,1
46276,0
46277,0
46278,1
46280,0
46281,0
46282,1
46284,1
46285,0
46286,0
46287,0
46289,1
46290,0
46293,0
46294,0
46295,1
46296,0
46297,1
46298,1
46299,1
46300,1
46301,1
46302,0
46303,1
46305,0
46306,0
46307,1
46308,1
46309,1
46310,1
46311,0
46312,1
46313,1
46314,0
46315,1
46316,1
46317,0
46318,0
46319,0
46320,1
46321,1
46322,1
46323,1
46324,0
46325,1
46326,0
46327,1
46328,1
46329,0
46330,1
46331,1
46332,0
46333,1
46334,0
46336,0
46337,0
46338,1
46339,1
46340,0
46341,1
46342,0
46343,0
46344,0
46345,1
46346,1
46347,1
46348,0
46349,0
46350,1
46352,1
46353,1
46354,1
46355,1
46356,1
46357,1
46358,1
46359,1
46360,1
46361,1
46362,1
46363,1
46364,0
46366,0
46367,1
46368,1
46369,1
46370,1
46371,1
46372,0
46373,0
46374,1
46377,1
46378,0
46379,0
46380,1
46381,1
46382,1
46383,0
46384,0
46385,1
46386,0
46387,1
46388,1
46390,0
46391,1
46392,1
46393,1
46394,1
46395,0
46396,1
46397,0
46398,1
46399,0
46400,1
46401,1
46402,0
46403,0
46405,0
46406,1
46407,0
46408,0
46409,1
46410,0
46411,1
46412,1
46413,1
46414,1
46415,0
46416,1
46417,0
46418,1
46420,1
46421,1
46422,1
46423,1
46425,1
46426,1
46428,1
46429,0
46430,1
46431,0
46432,0
46433,0
46434,1
46435,0
46437,0
46438,0
46439,1
46441,0
46442,1
46443,1
46444,1
46445,1
46446,1
46447,1
46448,1
46449,0
46450,1
46451,0
46452,1
46453,1
46454,1
46455,0
46456,1
46457,1
46458,1
46459,0
46460,1
46461,1
46462,0
46463,1
46464,1
46466,1
46468,0
46469,1
46471,1
46472,1
46473,0
46474,1
46475,1
46476,1
46477,1
46478,1
46479,0
46481,0
46482,1
46483,1
46484,1
46486,1
46487,1
46488,1
46489,1
46491,0
46493,0
46494,0
46495,0
46497,0
46498,0
46499,0
46500,1
46501,1
46502,1
46503,1
46504,1
46505,1
46506,1
46507,0
46508,0
46509,0
46510,0
46511,0
46512,0
46514,1
46515,1
46516,1
46517,1
46519,1
46520,0
46523,1
46524,0
46525,1
46526,1
46527,1
46529,1
46530,1
46531,1
46532,1
46533,0
46534,1
46535,0
46536,1
46537,1
46538,1
46539,0
46540,0
46541,0
46542,0
46543,1
46544,0
46545,1
46546,0
46547,1
46548,0
46549,0
46550,1
46551,0
46552,1
46553,0
46554,1
46555,0
46556,1
46557,1
46558,1
46559,0
46560,1
46561,0
46562,1
46563,0
46564,1
46566,0
46567,0
46568,0
46569,0
46570,1
46571,0
46572,1
46573,1
46574,1
46575,1
46577,0
46578,1
46579,1
46580,1
46581,0
46582,0
46583,0
46584,0
46585,0
46586,0
46587,0
46588,0
46589,1
46590,1
46591,1
46592,1
46594,0
46595,1
46596,1
46597,1
46598,0
46599,1
46600,1
46601,0
46602,1
46603,0
46605,0
46606,1
46607,0
46608,0
46609,0
46610,1
46611,0
46612,1
46614,1
46615,0
46617,1
46618,0
46619,1
46620,0
46621,1
46622,1
46623,0
46624,1
46625,1
46626,1
46627,1
46628,0
46629,1
46631,1
46632,1
46633,1
46634,1
46635,1
46636,0
46637,1
46638,1
46639,1
46640,1
46641,0
46642,0
46643,1
46644,1
46645,0
46646,1
46647,1
46649,1
46650,0
46652,0
46653,0
46654,0
46655,1
46656,0
46657,1
46658,1
46659,1
46660,1
46661,1
46662,1
46663,1
46664,1
46665,0
46666,1
46667,0
46668,1
46669,0
46670,0
46671,0
46672,0
46673,1
46674,0
46675,1
46676,1
46677,0
46678,1
46679,0
46681,0
46682,1
46683,1
46684,0
46685,0
46686,1
46687,1
46688,1
46689,1
46690,1
46691,1
46692,1
46693,0
46694,0
46695,0
46696,1
46697,0
46698,1
46699,1
46700,1
46701,0
46702,0
46703,0
46704,0
46705,0
46706,1
46707,0
46708,0
46709,1
46710,0
46711,0
46712,0
46713,1
46714,0
46715,0
46716,1
46717,0
46718,1
46719,1
46720,1
46721,1
46723,1
46724,1
46725,1
46726,0
46727,1
46729,1
46730,0
46732,0
46733,1
46734,1
46735,1
46736,1
46737,0
46738,0
46739,1
46740,0
46741,0
46742,0
46744,0
46745,1
46747,0
46748,1
46749,1
46750,1
46751,1
46752,1
46753,0
46754,1
46755,1
46756,1
46757,1
46758,0
46759,1
46760,1
46761,1
46762,1
46763,0
46764,1
46765,1
46766,0
46767,0
46768,1
46769,1
46770,1
46771,0
46772,0
46773,0
46774,0
46775,1
46777,0
46778,1
46780,1
46781,1
46782,1
46783,1
46784,1
46785,0
46786,1
46787,1
46788,1
46790,0
46791,0
46792,0
46793,1
46794,1
46795,0
46796,0
46797,0
46798,1
46799,0
46800,1
46801,1
46802,1
46803,0
46804,0
46805,1
46806,1
46808,1
46810,1
46811,1
46812,1
46813,1
46814,1
46815,1
46816,1
46817,0
46818,0
46819,1
46821,0
46822,0
46824,0
46825,1
46826,0
46827,0
46828,1
46829,0
46830,0
46831,1
46832,1
46833,1
46834,0
46835,0
46836,0
46838,0
46840,1
46841,1
46844,1
46846,1
46847,1
46848,1
46849,1
46850,1
46853,0
46854,1
46856,0
46857,0
46858,1
46859,1
46860,1
46861,0
46862,1
46863,1
46866,0
46867,0
46868,1
46869,0
46870,0
46871,1
46872,1
46873,0
46874,0
46875,1
46876,1
46877,0
46878,0
46879,1
46880,1
46881,1
46882,0
46883,1
46885,1
46886,1
46887,0
46888,1
46889,1
46890,1
46891,0
46892,1
46893,0
46894,1
46895,0
46896,0
46897,0
46898,0
46899,1
46900,0
46901,1
46902,0
46903,0
46904,0
46906,1
46907,1
46908,1
46909,1
46910,1
46911,1
46913,0
46915,0
46916,1
46917,0
46918,1
46919,0
46920,1
46921,0
46922,1
46923,0
46925,1
46926,1
46928,1
46929,1
46930,1
46931,0
46932,1
46933,1
46934,1
46935,1
46936,0
46937,1
46938,1
46939,1
46940,1
46942,1
46943,1
46944,1
46946,0
46947,1
46948,1
46949,0
46950,0
46951,1
46952,0
46953,1
46954,0
46955,0
46957,1
46958,1
46959,1
46960,1
46961,1
46962,1
46964,0
46965,1
46966,1
46967,0
46968,0
46969,1
46970,1
46972,1
46974,1
46976,1
46977,1
46978,1
46979,1
46980,0
46981,1
46982,0
46983,1
46984,0
46985,0
46986,0
46987,1
46988,1
46989,1
46991,1
46992,0
46993,1
46994,0
46995,1
46996,1
46997,1
46998,1
46999,0
47000,0
47002,1
47003,0
47004,1
47005,0
47006,1
47007,1
47008,1
47009,1
47010,1
47011,0
47012,0
47014,0
47015,0
47016,1
47017,0
47018,0
47020,0
47021,0
47022,1
47024,1
47025,0
47026,1
47027,0
47028,1
47029,0
47030,1
47032,1
47033,0
47034,0
47035,0
47036,1
47038,1
47039,1
47040,0
47042,0
47043,1
47044,1
47045,1
47046,1
47049,1
47050,1
47051,0
47052,0
47055,1
47056,0
47058,0
47059,1
47060,1
47061,1
47062,1
47063,1
47064,1
47065,0
47066,1
47068,1
47069,0
47070,0
47071,1
47072,0
47073,1
47074,0
47075,1
47076,1
47077,1
47079,0
47080,0
47081,1
47082,1
47083,1
47084,1
47085,1
47086,0
47087,1
47089,0
47090,1
47091,0
47092,0
47093,1
47095,0
47096,0
47097,1
47098,1
47099,1
47100,0
47101,1
47102,1
47103,0
47104,1
47105,0
47107,1
47109,1
47110,1
47111,1
47112,1
47113,0
47114,1
47115,1
47116,0
47118,1
47119,1
47120,0
47122,1
47124,0
47125,1
47126,1
47127,1
47130,1
47131,1
47132,0
47133,1
47135,1
47136,0
47137,1
47138,1
47139,1
47140,1
47142,1
47143,1
47144,0
47145,1
47146,0
47147,0
47149,0
47150,1
47151,0
47152,1
47153,1
47154,1
47155,1
47156,1
47157,0
47158,1
47159,1
47160,0
47161,1
47162,0
47163,0
47164,0
47165,0
47166,1
47167,1
47168,1
47169,0
47170,1
47171,1
47172,1
47173,1
47174,1
47175,1
47176,1
47177,0
47178,0
47179,0
47181,1
47182,1
47183,1
47184,1
47185,0
47186,1
47187,1
47188,0
47189,0
47190,1
47191,1
47192,1
47193,1
47194,0
47197,1
47198,1
47199,1
47200,0
47201,1
47202,1
47203,1
47204,0
47205,1
47206,1
47208,0
47209,0
47210,1
47211,1
47212,1
47213,1
47214,0
47215,0
47216,1
47217,1
47218,1
47220,0
47221,0
47222,0
47223,1
47225,1
47226,1
47227,1
47228,1
47229,1
47230,1
47231,1
47232,1
47233,1
47235,0
47236,0
47237,1
47238,0
47239,0
47240,0
47241,1
47242,0
47245,1
47246,1
47247,0
47248,0
47249,1
47250,0
47251,1
47252,1
47253,1
47254,0
47255,0
47256,0
47257,0
47259,1
47260,1
47261,0
47264,1
47265,0
47266,0
47267,1
47268,0
47269,0
47270,1
47271,1
47273,0
47274,0
47276,1
47277,1
47278,1
47280,1
47281,0
47282,1
47283,1
47284,1
47285,1
47286,1
47288,0
47289,1
47291,1
47292,1
47293,1
47294,0
47295,1
47296,1
47297,0
47298,1
47300,1
47301,1
47302,1
47303,1
47305,1
47306,0
47307,1
47308,1
47309,1
47310,0
47311,1
47312,1
47313,1
47314,0
47315,0
47316,1
47317,1
47318,0
47319,0
47320,1
47321,1
47322,0
47323,1
47324,0
47325,1
47326,1
47327,1
47328,1
47331,1
47332,1
47333,1
47334,1
47337,1
47338,0
47339,0
47340,1
47341,0
47342,0
47343,1
47344,0
47345,0
47346,1
47347,1
47348,1
47350,1
47351,1
47352,1
47353,0
47354,0
47355,1
47356,0
47357,0
47358,1
47359,1
47360,1
47361,0
47362,1
47363,0
47365,1
47366,1
47367,0
47369,1
47370,0
47372,1
47373,0
47374,0
47375,0
47376,1
47377,1
47379,1
47380,0
47381,1
47382,1
47383,0
47384,1
47386,1
47387,0
47388,1
47389,1
47390,1
47391,0
47393,0
47394,1
47395,0
47396,0
47397,0
47399,0
47400,0
47401,0
47402,0
47403,1
47405,0
47407,0
47408,0
47409,1
47412,0
47413,1
47414,1
47415,0
47416,1
47417,1
47418,0
47419,1
47420,1
47421,1
47422,0
47426,1
47427,1
47428,0
47429,0
47431,1
47432,1
47433,1
47434,1
47435,0
47437,1
47438,1
47439,1
47440,1
47441,1
47442,1
47443,0
47444,1
47445,1
47446,0
47447,1
47448,1
47449,0
47450,0
47451,1
47452,0
47453,1
47454,1
47455,1
47456,1
47457,0
47458,0
47459,1
47460,0
47461,1
47462,1
47463,1
47464,1
47465,0
47466,0
47467,1
47468,1
47469,1
47470,0
47471,1
47475,1
47476,0
47477,1
47478,0
47479,1
47480,0
47481,1
47482,0
47483,1
47484,1
47485,1
47486,1
47487,0
47488,0
47490,1
47492,1
47494,1
47495,1
47496,1
47498,1
47499,1
47500,1
47501,1
47503,0
47504,1
47505,0
47506,1
47507,1
47509,0
47510,1
47511,0
47513,1
47515,0
47516,1
47517,1
47518,0
47519,0
47520,1
47521,1
47523,1
47524,0
47526,1
47528,0
47529,1
47530,1
47531,1
47532,1
47533,0
47534,1
47535,1
47536,1
47537,0
47538,0
47539,1
47540,1
47541,0
47542,1
47543,1
47544,1
47545,1
47546,0
47547,0
47548,0
47549,1
47550,0
47551,1
47552,1
47553,0
47555,1
47557,0
47558,1
47559,1
47560,1
47561,1
47562,0
47564,0
47565,1
47567,1
47568,0
47569,1
47570,0
47571,1
47572,1
47573,1
47574,1
47575,1
47577,1
47578,0
47579,0
47580,1
47581,0
47582,1
47583,1
47584,1
47585,1
47586,1
47587,0
47588,0
47589,1
47590,1
47591,1
47592,1
47593,0
47594,0
47595,1
47597,0
47598,1
47599,1
47600,1
47601,1
47602,0
47603,1
47604,0
47605,1
47606,0
47607,1
47608,1
47609,0
47610,0
47611,0
47612,1
47614,1
47615,0
47616,1
47617,1
47618,0
47619,1
47620,1
47624,1
47625,0
47626,1
47628,1
47629,1
47630,1
47631,1
47632,1
47633,1
47634,0
47635,0
47636,1
47637,1
47638,0
47639,1
47640,0
47641,0
47642,1
47643,1
47644,0
47645,0
47646,1
47647,1
47649,0
47651,0
47652,1
47653,1
47654,0
47655,1
47656,0
47657,0
47658,0
47659,1
47660,1
47661,0
47663,1
47665,0
47666,0
47667,1
47668,0
47669,1
47670,0
47671,0
47672,1
47673,1
47674,1
47675,1
47677,0
47678,0
47679,0
47680,1
47682,0
47683,1
47684,0
47685,1
47686,1
47687,0
47688,0
47689,1
47690,1
47691,1
47692,1
47693,0
47694,0
47695,0
47696,1
47697,0
47698,0
47699,1
47700,0
47701,0
47702,1
47703,1
47704,1
47705,1
47706,1
47707,0
47708,0
47709,0
47710,1
47711,0
47712,0
47713,1
47715,1
47717,1
47718,0
47719,0
47721,1
47722,1
47723,1
47725,0
47726,1
47727,0
47728,0
47729,0
47730,1
47731,1
47732,0
47733,1
47734,1
47735,0
47736,0
47737,0
47739,1
47741,1
47742,1
47743,1
47744,1
47745,1
47746,0
47747,0
47748,1
47750,1
47751,0
47752,0
47754,0
47756,1
47757,0
47758,0
47759,1
47760,1
47761,0
47762,1
47763,0
47764,0
47765,0
47766,1
47767,0
47768,1
47769,1
47770,0
47771,0
47772,1
47773,1
47774,1
47775,1
47776,0
47777,0
47778,1
47780,1
47782,0
47783,1
47784,1
47785,1
47786,1
47787,0
47788,1
47789,0
47790,1
47791,1
47792,1
47793,1
47794,1
47795,0
47796,1
47797,0
47799,1
47800,0
47801,0
47802,0
47803,0
47804,1
47805,1
47806,1
47808,0
47809,1
47810,0
47811,1
47812,1
47813,1
47814,0
47815,0
47817,1
47819,1
47820,0
47822,0
47824,0
47825,0
47826,0
47827,1
47828,1
47830,1
47831,1
47832,0
47833,1
47835,0
47836,0
47837,1
47838,0
47839,1
47840,1
47841,0
47842,0
47843,1
47844,1
47845,0
47846,1
47847,1
47848,1
47849,0
47850,0
47851,1
47852,1
47853,1
47854,1
47855,0
47857,1
47858,1
47859,0
47860,1
47862,0
47863,0
47864,1
47865,0
47867,1
47868,0
47869,1
47870,1
47871,1
47872,1
47873,1
47874,1
47877,1
47878,0
47879,1
47881,1
47882,1
47883,1
47884,0
47885,0
47886,1
47887,1
47888,1
47889,1
47890,0
47891,0
47892,0
47893,1
47894,1
47895,1
47896,1
47898,1
47899,0
47900,1
47901,1
47902,1
47904,1
47905,1
47906,0
47907,1
47908,1
47909,0
47910,1
47911,0
47912,0
47913,0
47914,1
47916,1
47917,1
47918,1
47919,1
47920,1
47921,0
47922,0
47923,0
47925,0
47927,1
47929,1
47930,1
47932,0
47933,0
47934,0
47935,0
47936,1
47937,0
47939,1
47940,1
47941,0
47942,1
47944,0
47945,0
47946,1
47947,1
47948,0
47949,1
47950,1
47951,1
47952,1
47955,0
47956,1
47958,0
47959,1
47960,0
47961,1
47962,1
47963,1
47964,1
47967,0
47968,1
47969,0
47970,1
47971,1
47972,0
47973,0
47974,1
47975,0
47976,1
47977,1
47978,0
47979,0
47980,1
47981,0
47982,1
47983,1
47984,0
47985,0
47986,0
47987,0
47988,0
47989,0
47990,1
47991,0
47992,1
47995,1
47997,0
47998,1
48000,1
48001,1
48002,0
48003,1
48005,1
48006,0
48007,1
48009,1
48010,0
48011,1
48012,1
48013,1
48014,1
48015,0
48016,0
48017,1
48018,0
48019,0
48020,1
48022,1
48023,1
48025,1
48026,1
48027,0
48028,0
48029,1
48031,1
48032,1
48034,0
48036,0
48037,0
48039,1
48040,0
48041,0
48042,0
48043,1
48044,0
48045,1
48046,1
48048,1
48049,0
48050,1
48051,1
48052,1
48053,0
48054,0
48055,1
48057,1
48058,0
48059,0
48061,1
48062,0
48063,0
48064,0
48065,0
48066,0
48067,1
48068,0
48069,1
48070,1
48072,1
48074,1
48075,1
48076,0
48077,1
48078,0
48079,0
48080,1
48081,1
48082,0
48083,1
48084,1
48085,1
48086,1
48088,1
48089,0
48090,1
48091,0
48092,0
48093,0
48095,1
48096,0
48097,0
48098,1
48099,1
48100,0
48101,1
48103,0
48105,0
48106,1
48107,1
48109,0
48110,0
48111,1
48112,1
48113,0
48114,1
48115,0
48116,0
48117,1
48119,1
48120,1
48121,0
48122,0
48124,0
48125,0
48126,1
48127,1
48128,0
48129,0
48130,0
48131,0
48132,1
48133,1
48134,0
48135,0
48136,1
48138,0
48139,1
48141,1
48142,1
48143,1
48144,1
48145,1
48146,1
48148,0
48149,1
48150,1
48151,1
48152,0
48154,1
48155,1
48156,1
48157,1
48158,1
48159,1
48160,0
48161,0
48162,0
48163,1
48164,0
48165,1
48166,1
48167,0
48168,1
48170,0
48171,1
48172,1
48173,0
48174,1
48175,0
48176,1
48177,0
48179,1
48180,1
48181,0
48182,1
48183,1
48184,1
48186,1
48187,1
48189,1
48190,0
48191,1
48192,1
48193,0
48195,1
48196,0
48197,1
48198,1
48199,0
48201,0
48202,1
48203,1
48204,0
48205,0
48206,0
48207,0
48208,1
48209,0
48210,1
48211,0
48212,0
48213,0
48214,0
48215,0
48216,1
48217,1
48218,1
48219,1
48220,0
48221,1
48222,0
48223,0
48224,1
48226,0
48227,1
48228,0
48229,0
48230,1
48231,1
48232,1
48233,0
48234,1
48235,0
48236,1
48238,0
48239,0
48240,1
48241,0
48243,1
48244,0
48245,0
48246,1
48247,0
48248,0
48249,1
48250,0
48251,1
48252,1
48253,1
48255,0
48256,1
48257,0
48258,1
48259,1
48260,0
48261,1
48262,1
48263,1
48264,1
48265,0
48266,1
48267,0
48268,1
48269,1
48270,1
48271,0
48272,1
48273,1
48274,0
48275,0
48276,0
48277,1
48278,1
48279,0
48280,1
48281,1
48282,0
48283,1
48284,1
48285,1
48287,1
48288,1
48290,1
48291,1
48292,0
48293,1
48294,1
48295,0
48296,1
48297,0
48298,0
48299,0
48300,1
48301,1
48303,0
48304,0
48305,1
48306,1
48308,1
48309,1
48310,1
48311,1
48312,1
48315,1
48316,1
48317,0
48318,0
48320,1
48321,1
48322,1
48323,1
48324,0
48327,1
48328,1
48330,0
48331,0
48332,1
48335,0
